Table_Name,Column_Name,Range_Min,Range_Max,Result Set Returned,Execution_Time
lineitem_table,L_EXTENDEDPRICE,1580.97629,38903.67033,3112336,121.98589777946472
lineitem_table,L_EXTENDEDPRICE,82272.22363,93193.25327,185044,24.060264348983765
lineitem_table,L_EXTENDEDPRICE,16467.60574,69776.75924,4035644,154.02808284759521
lineitem_table,L_EXTENDEDPRICE,5000.46389,71457.67311,5065952,224.9886076450348
lineitem_table,L_EXTENDEDPRICE,51595.65621,57863.44794,458853,28.992449045181274
