Table_Name,Column_Name,Range_Min,Range_Max,Result Set Returned,Execution_Time
lineitem_table,L_SHIPDATE,1994-3-23,1996-2-8,1719849,51.92131972312927
lineitem_table,L_SHIPDATE,1995-5-1,1997-5-14,1862478,54.758718729019165
lineitem_table,L_SHIPDATE,1992-1-17,1993-2-1,833162,49.9424889087677
lineitem_table,L_SHIPDATE,1992-11-20,1995-3-26,2134445,68.16807961463928
lineitem_table,L_SHIPDATE,1993-3-13,1994-1-24,791340,38.61695432662964
