Table_Name,Column_Name,Range_Min,Range_Max,Result Set Returned,Execution_Time
order_table,O_ORDERKEY,4488472,5271931,782979,20.447328805923462
order_table,O_ORDERKEY,4610519,5337136,726778,19.215010166168213
order_table,O_ORDERKEY,837531,2293067,1455034,35.85252928733826
order_table,O_ORDERKEY,640465,2240930,1600257,39.30156326293945
order_table,O_ORDERKEY,3551149,5847154,2295626,56.293874979019165
