Table_Name,Column_Name,Range_Min,Range_Max,Result Set Returned,Execution_Time
order_table,O_ORDERKEY,4488472,5271931,0,0.418759822845459
order_table,O_ORDERKEY,4610519,5337136,0,0.35979676246643066
order_table,O_ORDERKEY,837531,2293067,0,0.7485699653625488
order_table,O_ORDERKEY,640465,2240930,0,0.9324665069580078
order_table,O_ORDERKEY,3551149,5847154,0,1.4081966876983643
