Table_Name,Column_Name,Range_Min,Range_Max,Result Set Returned,Execution_Time
lineitem_table,L_SHIPDATE,1994-3-23,1996-2-8,1719849,38.988744020462036
lineitem_table,L_SHIPDATE,1995-5-1,1997-5-14,1862478,112.82459092140198
lineitem_table,L_SHIPDATE,1992-1-17,1993-2-1,833162,33.43492364883423
lineitem_table,L_SHIPDATE,1992-11-20,1995-3-26,2134445,96.2650420665741
lineitem_table,L_SHIPDATE,1993-3-13,1994-1-24,791340,127.89598274230957
