Table_Name,Column_Name,Range_Min,Range_Max,Result Set Returned,Execution_Time
order_table,O_ORDERDATE,1995-7-20,1997-7-16,454914,8.750000715255737
order_table,O_ORDERDATE,1992-8-1,1994-4-4,380108,7.560681581497192
order_table,O_ORDERDATE,1996-5-12,1997-1-20,158903,3.440037965774536
order_table,O_ORDERDATE,1996-5-5,1998-1-8,383719,7.1968865394592285
order_table,O_ORDERDATE,1994-6-8,1997-1-23,600438,10.12021780014038
