Table_Name,Column_Name,Range_Min,Range_Max,Result Set Returned,Execution_Time
lineitem_table,L_ORDERKEY,53,67571,67662,1.9239020347595215
lineitem_table,L_ORDERKEY,8505288,30792525,0,0.10301041603088379
lineitem_table,L_ORDERKEY,2,8491184,6001209,395.7138729095459
lineitem_table,L_ORDERKEY,2,1395877366,6001209,382.46040773391724
lineitem_table,L_ORDERKEY,1,109,121,0.06496047973632812
