Table_Name,Column_Name,Range_Min,Range_Max,Execution_Time
order_table,O_ORDERKEY,2405450,4572042,1.16933012008667
order_table,O_ORDERKEY,839243,3456233,1.4321792125701904
order_table,O_ORDERKEY,134755,4078175,3.005279064178467
order_table,O_ORDERKEY,2731976,3669012,0.49471592903137207
order_table,O_ORDERKEY,1438457,3453298,1.0923736095428467
