Table_Name,Column_Name,Range_Min,Range_Max,Execution_Time
order_table,O_ORDERKEY,2405450,4572042,58.89528822898865
order_table,O_ORDERKEY,839243,3456233,63.94637370109558
order_table,O_ORDERKEY,134755,4078175,168.2436375617981
order_table,O_ORDERKEY,2731976,3669012,23.61247682571411
order_table,O_ORDERKEY,1438457,3453298,83.38124465942383
