Table_Name,Column_Name,Range_Min,Range_Max,Execution_Time
order_table,O_TOTALPRICE,42398.86427,98225.31757,4.782261371612549
order_table,O_TOTALPRICE,63912.56978,105320.92102,8.10335922241211
order_table,O_TOTALPRICE,34424.48394,400894.90251,11.339505910873413
order_table,O_TOTALPRICE,29512.91708,339718.29976,11.668314933776855
order_table,O_TOTALPRICE,15025.59329,89567.02585,10.849765539169312
