Table_Name,Column_Name,Range_Min,Range_Max,Result Set Returned,Execution_Time
lineitem_table,L_ORDERKEY,4488472,5271931,782979,13.036556720733643
lineitem_table,L_ORDERKEY,4610519,5337136,726778,12.17304801940918
lineitem_table,L_ORDERKEY,837531,2293067,1455034,22.174342155456543
lineitem_table,L_ORDERKEY,640465,2240930,1600257,37.05784249305725
lineitem_table,L_ORDERKEY,3551149,5847154,2295626,38.48502707481384
