Table_Name,Column_Name,Range_Min,Range_Max,Execution_Time
lineitem_table,L_SHIPDATE,1995-1-27,1996-11-22,37.75237464904785
lineitem_table,L_SHIPDATE,1995-12-22,1996-10-25,46.34645390510559
lineitem_table,L_SHIPDATE,1995-4-24,1998-5-24,149.02164602279663
lineitem_table,L_SHIPDATE,1994-7-18,1996-9-10,63.27875471115112
lineitem_table,L_SHIPDATE,1993-9-17,1997-8-2,67.91610026359558
