Table_Name,Column_Name,Range_Min,Range_Max,Execution_Time
lineitem_table,L_EXTENDEDPRICE,64439.2306,99960.13566,28.994391679763794
lineitem_table,L_EXTENDEDPRICE,12932.8231,105610.26673,87.45890665054321
lineitem_table,L_EXTENDEDPRICE,61962.57094,91215.77195,28.70555877685547
lineitem_table,L_EXTENDEDPRICE,70820.28837,101548.87896,24.264082193374634
lineitem_table,L_EXTENDEDPRICE,11391.39685,97320.46901,93.77636241912842
