Table_Name,Column_Name,Range_Min,Range_Max,Execution_Time
lineitem_table,L_EXTENDEDPRICE,64439.2306,99960.13566,44.47548842430115
lineitem_table,L_EXTENDEDPRICE,12932.8231,105610.26673,164.54629921913147
lineitem_table,L_EXTENDEDPRICE,61962.57094,91215.77195,57.01327133178711
lineitem_table,L_EXTENDEDPRICE,70820.28837,101548.87896,32.02465629577637
lineitem_table,L_EXTENDEDPRICE,11391.39685,97320.46901,291.51795840263367
