Table_Name,Column_Name,Range_Min,Range_Max,Execution_Time
lineitem_table,L_SHIPDATE,1995-1-27,1996-11-22,58.98621606826782
lineitem_table,L_SHIPDATE,1995-12-22,1996-10-25,41.07547378540039
lineitem_table,L_SHIPDATE,1995-4-24,1998-5-24,149.0435802936554
lineitem_table,L_SHIPDATE,1994-7-18,1996-9-10,68.0939257144928
lineitem_table,L_SHIPDATE,1993-9-17,1997-8-2,128.69536805152893
