Table_Name,Column_Name,Range_Min,Range_Max,Execution_Time
order_table,O_TOTALPRICE,42398.86427,98225.31757,33.447768688201904
order_table,O_TOTALPRICE,63912.56978,105320.92102,31.698843955993652
order_table,O_TOTALPRICE,34424.48394,400894.90251,324.20231103897095
order_table,O_TOTALPRICE,29512.91708,339718.29976,209.06427192687988
order_table,O_TOTALPRICE,15025.59329,89567.02585,37.89329385757446
