Table_Name,Column_Name,Range_Min,Range_Max,Result Set Returned,Execution_Time
lineitem_table,L_ORDERKEY,4488472,5271931,782979,19.48387384414673
lineitem_table,L_ORDERKEY,4610519,5337136,726778,19.896663188934326
lineitem_table,L_ORDERKEY,837531,2293067,1455034,97.93808817863464
lineitem_table,L_ORDERKEY,640465,2240930,1600257,65.40865588188171
lineitem_table,L_ORDERKEY,3551149,5847154,2295626,145.28306031227112
