Table_Name,Column_Name,Range_Min,Range_Max,Result Set Returned,Execution_Time
order_table,O_ORDERKEY,53,67571,67662,3.292119026184082
order_table,O_ORDERKEY,8505288,30792525,0,1.6540541648864746
order_table,O_ORDERKEY,2,8491184,6001209,256.5074439048767
order_table,O_ORDERKEY,2,1395877366,6001209,288.58611392974854
order_table,O_ORDERKEY,1,109,121,2.2846949100494385
