Table_Name,Column_Name,Range_Min,Range_Max,Result Set Returned,Execution_Time
lineitem_table,L_SHIPDATE,1995-7-20,1997-7-16,1819229,84.41276669502258
lineitem_table,L_SHIPDATE,1992-8-1,1994-4-4,1521663,107.71645402908325
lineitem_table,L_SHIPDATE,1996-5-12,1997-1-20,635770,28.39477562904358
lineitem_table,L_SHIPDATE,1996-5-5,1998-1-8,1534363,135.6634864807129
lineitem_table,L_SHIPDATE,1994-6-8,1997-1-23,2401595,143.9637451171875
