Table_Name,Column_Name,Range_Min,Range_Max,Result Set Returned,Execution_Time
lineitem_table,L_ORDERKEY,53,67571,67662,1.6590440273284912
lineitem_table,L_ORDERKEY,8505288,30792525,0,0.07497549057006836
lineitem_table,L_ORDERKEY,2,8491184,6001209,127.66705870628357
lineitem_table,L_ORDERKEY,2,1395877366,6001209,128.58349561691284
lineitem_table,L_ORDERKEY,1,109,121,0.18789052963256836
