Table_Name,Column_Name,Range_Min,Range_Max,Result Set Returned,Execution_Time
order_table,O_TOTALPRICE,53,67571,314694,20.104520797729492
order_table,O_TOTALPRICE,8505288,30792525,0,2.3196756839752197
order_table,O_TOTALPRICE,2,8491184,1500000,30.531550884246826
order_table,O_TOTALPRICE,2,1395877366,1500000,31.0492582321167
order_table,O_TOTALPRICE,1,109,0,2.583526849746704
