Table_Name,Column_Name,Range_Min,Range_Max,Result Set Returned,Execution_Time
order_table,O_TOTALPRICE,53,67571,484813,24.576956033706665
order_table,O_TOTALPRICE,8505288,30792525,0,2.1247880458831787
order_table,O_TOTALPRICE,2,8491184,6001215,366.60454297065735
order_table,O_TOTALPRICE,2,1395877366,6001215,417.5574836730957
order_table,O_TOTALPRICE,1,109,0,2.3806405067443848
