Table_Name,Column_Name,Range_Min,Range_Max,Result Set Returned,Execution_Time
lineitem_table,L_EXTENDEDPRICE,53,67571,5245698,119.24686551094055
lineitem_table,L_EXTENDEDPRICE,8505288,30792525,0,19.174044370651245
lineitem_table,L_EXTENDEDPRICE,2,8491184,6001215,128.39964056015015
lineitem_table,L_EXTENDEDPRICE,2,1395877366,6001215,121.49058675765991
lineitem_table,L_EXTENDEDPRICE,1,109,0,19.334952354431152
