Model_Num,Table_Name,Column_Name,Query_Type,Range_Min,Range_Max,Result_Set_Returned,Min_Execution_Time,Max_Execution_Time,Med_Execution_Time,Std_Deviation_Exe_Time,Avg_Execution_Time
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,2478591.0,3978591.0,375000,2.3097329139709473,115.38143491744995,3.3935623168945312,44.04620136051821,34.292230224609376
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,3186665.0,4686665.0,375000,2.2542920112609863,2.518479108810425,2.37510085105896,0.08743874790590962,2.3793589591979982
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,1309072.0,2809072.0,375000,2.199641227722168,2.268220901489258,2.236968994140625,0.02909683825499034,2.2340372085571287
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,2298725.0,3798725.0,375001,2.2181341648101807,2.2682712078094482,2.2506725788116455,0.01723789817628893,2.249651479721069
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,4018261.0,5518261.0,375000,2.2160239219665527,2.4339795112609863,2.27323842048645,0.07387599154683486,2.295439100265503
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,4033319.0,5533319.0,375001,2.2152183055877686,2.3112423419952393,2.240790605545044,0.034379930707044155,2.2520979404449464
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,565135.0,2065135.0,375000,2.261173963546753,2.2820143699645996,2.274643898010254,0.006860493964220906,2.273426151275635
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,932594.0,2432594.0,375000,2.22554349899292,2.3409154415130615,2.306936740875244,0.038742403093751994,2.291922664642334
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,231603.0,1731603.0,375000,2.213972568511963,2.2750115394592285,2.2649641036987305,0.022410182798085394,2.2538500308990477
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,1983645.0,3483645.0,375000,2.273876428604126,2.4665732383728027,2.3251733779907227,0.08134579306027342,2.36169753074646
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,134444.0,1634444.0,375000,2.226776123046875,2.279681444168091,2.2580177783966064,0.018210672079504723,2.2589890480041506
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,2055750.0,3555750.0,375001,2.225803852081299,2.2617883682250977,2.2593343257904053,0.01468824372532811,2.2490970611572267
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,2921149.0,4421149.0,375000,2.2410809993743896,2.292710542678833,2.2601165771484375,0.01799428516493562,2.2619329929351806
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,1253193.0,2753193.0,375000,2.2026119232177734,2.268000364303589,2.239046335220337,0.023738538871233044,2.2418073177337647
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,3043147.0,4543147.0,375000,2.2222237586975098,2.332785129547119,2.233736991882324,0.04125024546254559,2.2510236263275147
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,2658883.0,4158883.0,375001,2.1718459129333496,2.535325527191162,2.2240145206451416,0.13221615371012554,2.2738621711730955
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,107919.0,1607919.0,375000,2.216733932495117,2.293243885040283,2.2518036365509033,0.02567480358031227,2.2545096397399904
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,2514844.0,4014844.0,375000,2.2062137126922607,2.340500831604004,2.253046751022339,0.04438305350962053,2.2677002906799317
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,1166637.0,2666637.0,375000,2.1791393756866455,2.3264083862304688,2.245875358581543,0.054738624004956216,2.2488090991973877
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,1867956.0,3367956.0,375000,2.18410062789917,2.214484930038452,2.206916093826294,0.010952652712749988,2.202283239364624
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,1275864.0,2775864.0,375000,2.1833226680755615,2.4789652824401855,2.2091379165649414,0.10947040067161541,2.266795301437378
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,3119121.0,4619121.0,375000,2.1559274196624756,2.2955081462860107,2.1872060298919678,0.04746815951978123,2.2059691905975343
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,1982042.0,3482042.0,375000,2.1994221210479736,2.2859585285186768,2.214240550994873,0.03209888858019341,2.223094844818115
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,705906.0,2205906.0,375000,2.195032835006714,2.3890039920806885,2.1986398696899414,0.07497689838214631,2.2405678272247314
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,2450921.0,3950921.0,375000,2.1610662937164307,2.2261135578155518,2.188542127609253,0.021530814421477036,2.189184284210205
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,3511417.0,5011417.0,375000,2.13746976852417,2.202584981918335,2.175295352935791,0.021086264412991378,2.174180030822754
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,1378637.0,2878637.0,375000,2.1581852436065674,2.2731480598449707,2.2299108505249023,0.0406443740026436,2.2280810356140135
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,998811.0,2498811.0,375000,2.021117687225342,2.379098415374756,2.0820834636688232,0.13832133136480573,2.1601161479949953
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,1745871.0,3245871.0,375000,2.2009127140045166,2.3136186599731445,2.2341160774230957,0.041324124018433016,2.2467596530914307
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,4213726.0,5713726.0,375000,2.085286855697632,2.3356997966766357,2.2863402366638184,0.08963768039350489,2.238836145401001
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,4391979.0,5891979.0,375000,2.1498336791992188,2.311880588531494,2.2503304481506348,0.06334597392491177,2.2287132263183596
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,3025727.0,4525727.0,375000,2.068364143371582,2.2095425128936768,2.1316699981689453,0.04847397554617685,2.137731647491455
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,4062754.0,5562754.0,375001,2.108827829360962,2.2255001068115234,2.18391752243042,0.04445955073003211,2.1776386737823485
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,3805879.0,5305879.0,375000,2.057898998260498,2.2659592628479004,2.095095634460449,0.09115501807046476,2.1471035957336424
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,1700974.0,3200974.0,375000,2.0990893840789795,2.229048728942871,2.17315936088562,0.04932560485760491,2.172397184371948
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,414977.0,1914977.0,375001,2.0485424995422363,2.205752372741699,2.0906589031219482,0.054537079458464435,2.1021908283233643
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,2940349.0,4440349.0,375000,2.1289634704589844,2.6110424995422363,2.1526594161987305,0.18283352638286918,2.262988042831421
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,2510284.0,4010284.0,375000,2.113356828689575,2.152789354324341,2.1367762088775635,0.014216758340607368,2.1344717502593995
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,1627042.0,3127042.0,375001,2.1744229793548584,2.3059234619140625,2.2264251708984375,0.042880830690206324,2.2329132080078127
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,1012746.0,2512746.0,375000,2.0328307151794434,2.1779932975769043,2.0951972007751465,0.04686292232134423,2.0985891819000244
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,1829340.0,3329340.0,375000,2.034447431564331,2.2252743244171143,2.138612747192383,0.08028876599255684,2.1279924869537354
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,2110232.0,3610232.0,375000,2.092892646789551,2.1977593898773193,2.1577961444854736,0.04363936835877413,2.149593687057495
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,1211561.0,2711561.0,375000,2.072549819946289,2.2512433528900146,2.184077262878418,0.064882393187767,2.1606966495513915
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,1313068.0,2813068.0,375000,2.1009209156036377,2.31396484375,2.2737467288970947,0.073831763092772,2.238542652130127
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,2059589.0,3559589.0,375001,1.992121934890747,2.225029706954956,2.1173670291900635,0.08546295442563336,2.11287841796875
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,3872403.0,5372403.0,375000,1.9831860065460205,2.2910454273223877,2.1373708248138428,0.10245361348542413,2.1299631118774416
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,2638138.0,4138138.0,375000,1.9759905338287354,2.1379873752593994,2.108983278274536,0.06233160543259345,2.071736192703247
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,1275696.0,2775696.0,375000,1.9691553115844727,2.1594491004943848,2.0523922443389893,0.0670575751550908,2.062193727493286
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,1250900.0,2750900.0,375000,1.9665544033050537,2.065019130706787,2.0138258934020996,0.03589277215092566,2.0131153583526613
Model_RANGE_o_orderkey,order_table,o_orderkey,RANGE,2045800.0,3545800.0,375000,1.9432764053344727,2.0855777263641357,2.0406055450439453,0.04699387154834317,2.030878210067749
Model_RANGE_l_orderkey,lineitem_table,l_orderkey,RANGE,924347.0,2424347.0,1499618,21.557422876358032,156.93103098869324,38.957677602767944,51.04874505700727,64.6266812324524
Model_RANGE_l_orderkey,lineitem_table,l_orderkey,RANGE,906205.0,2406205.0,1499492,17.38397765159607,24.294604301452637,17.89548659324646,2.6232394304056252,19.06647596359253
Model_RANGE_l_orderkey,lineitem_table,l_orderkey,RANGE,2313158.0,3813158.0,1500897,17.834107160568237,28.52721357345581,17.936627864837646,4.235054963657695,20.059232664108276
Model_RANGE_l_orderkey,lineitem_table,l_orderkey,RANGE,392533.0,1892533.0,1500457,17.012244701385498,20.437888622283936,18.1540470123291,1.2109549726160467,18.26612730026245
Model_RANGE_l_orderkey,lineitem_table,l_orderkey,RANGE,2176135.0,3676135.0,1500832,17.579711198806763,19.089967966079712,18.245617628097534,0.5425341906258045,18.176707887649535
Model_RANGE_l_orderkey,lineitem_table,l_orderkey,RANGE,1629794.0,3129794.0,1499694,17.308838605880737,18.288939237594604,17.78439950942993,0.3415331851309311,17.728285360336304
Model_RANGE_l_orderkey,lineitem_table,l_orderkey,RANGE,3184590.0,4684590.0,1501280,17.08268141746521,21.23801350593567,17.871926069259644,1.4790593033229373,18.362368869781495
Model_RANGE_l_orderkey,lineitem_table,l_orderkey,RANGE,3360358.0,4860358.0,1500649,17.47952175140381,18.559402465820312,17.933286905288696,0.45795603098636395,18.01912841796875
Model_RANGE_l_orderkey,lineitem_table,l_orderkey,RANGE,3109918.0,4609918.0,1501099,17.02084469795227,17.732395887374878,17.13645029067993,0.29759066565836934,17.336796140670778
